id,model_code,name,description,base_price,is_active,category_id,subcategory_id,brand_id,supplier
82,V5017,VINGA Baltimore hybrid office bag,"A bag for modern office life. Made in a light, water-repellent nubuck PU fabric with an elegant matt exterior and a light synthetic cloth interior. Specially designed to hold all of your office essentials, so that you can easily alternate between working at Homeand elsewhere. This bag has a padded compartment for carrying your laptop safely and conveniently. In addition to laptop storage, it has several exterior pockets with room for cables, adapters and other essentials. The bag also has an adjustable shoulder strap.Suitable for computers with an overall size of 17 inches. Please note that the dimensions of the display are not the same as the dimensions of the entire computer.",44.22,true,3,2,3,1
83,V5018,VINGA Baltimore bike bag,"A chic, contemporary bag in supple PU. This versatile design can be carried as either a rucksack or a tote bag - commute with the bag comfortably on your back and then simply carry it over your arm if you're going out for lunch. The clever padded computer pocket is the perfect place to store your devices. You can also attach this bag to your bike frame. The perfect combination of practicality and style! Suitable for computers with an overall size of 17 inches. Please note that the dimensions of the display are not the same as the dimensions of the entire computer.",51.6,true,3,1,3,1
84,V5019,"VINGA Baltimore laptop case 14""","A stylish laptop case to protect your computer from bumps and moisture. Made in a light, water-repellent nubuck PU fabric with an elegant matt exterior and a light synthetic cloth interior. Suitable for computers with an overall size of 14 inches. Please note that the dimensions of the display are not the same as the dimensions of the entire computer.",24.5,true,3,2,3,1
85,V5020,VINGA Baltimore keyring,"Loop keyring in supple Nubuck PU leather. Secured with a metal rivet, our keyring does as much for your overall look as it does for keeping your keys from getting lost in your bag.",3.82,true,3,67,3,1
86,V503,VINGA Balti vacuum bottle,"Practical and stylish water bottle with a tough, double wall. Vacuum sealed to keep drinks hot for up to 6 hours and cold for up to 12 hours. Enjoy your favourite cold drink while you're out and about or bring a warming cup of tea or coffee on your morning commute. Push-mug function. 500ml.",18.02,true,4,21,3,1
87,V504,VINGA Miles Thermos Bottle 500 ml,"Thanks to its efficient vacuum isolation, Miles Thermos Bottle will keep your drinks icy cold for up to 18 hours and steamy hot for up to 6 hours. The isolation also takes care of the condensation and ensures that the liquids don’t end up on the bottom of your bag. The bottle is made of 18/8 stainless steel, therefore your drinks don’t acquire the taste or the smell of the bottle’s previous contents. The material is fully toxin-free and is sturdy enough to survive a life-long use. Switch from the plastic toxic bottles to this life-long option - you will enjoy your drinks in a completely new way. Volume: 500ml. Only handwash.",16.76,true,4,21,3,1
88,V50440,VINGA Miles food thermos,"High quality food thermos in 18/8 steel. The accompanying wooden spoon can be stored in a strap affixed on the thermos. The large opening makes it easy to fill, clean and eat directly from the thermos.",25.76,true,4,23,3,1
89,V505,VINGA Miles Large Thermos Bottle 1000 ml,Miles thermobottle has a smart vaccum isolation to keep water ice cold for up to 18 hours and hot for 6 hours. The bottle is produced in 18/8 steel and the lid has a hanger and wood decoration. It contributes in preventing single use plastics. 1L content.,24.5,true,4,21,3,1
90,V506,VINGA Otis thermo to-go-mug,"A simple solution to make your everyday life better is to get a to go mug which can be opened with only one hand. Always on the run? Then this mug will be your favourite, keeps cool and warm for 6 hours. It is produced in 18/8 steel and because of that choice of material neither smell  nor taste will linger in the mug. Handwash only! 300 ml.",18.08,true,4,23,3,1
91,V5083,VINGA Lean tritan water bottle 600 ML,Water bottle made of BPA-free tritan plastic. The loop on the lid makes it easy to hang on the exercise machine and the ideal shape allows it to fit in most cup holders. The bottle is easy to clean. Suitable to add a print on.,6.38,true,4,22,3,1
92,V5095,VINGA Lean Thermo Bottle,"Stainless steel thermos that matches the water bottle coming from the same series. The eyelet on the lid is great for attaching the thermos to the bag and thanks to its shape, it fits most cup holders. Suitable for both hot and cold drinks, keeping the temperature intact for a long time. Easy to clean.",12.88,true,4,21,3,1
93,V5096,VINGA Lean water bottle steel,"Minimalist water bottle made of stainless steel. The single wall design makes the bottle light, elegant and easy to take along. A stainless steel water bottle will last a lifetime if you take good care of it.",8.34,true,4,22,3,1
94,V5096G,VINGA Lean Glass Water Bottle,"A neat waterbottle in glass with a silicon sleeve. The sleeve gives you a nice grip and protects the bottle from outer impact. Simple and stylish design. The bottle is made with borosilicate glass, a type of glass that is more resistant to thermal shock than ordinary glass. Borosilicate is a highly durable and qualitative material that lasts and withstands most impacts.",11.56,true,4,22,3,1
95,V5110,VINGA Sortino Trail cooler backpack,Cooler backpack that fits perfect for both the smaller and larger get away. The cooler backpack has smaller pockets on both sides and one bigger pocket on the front. It keeps cool well and is easy to clean with the larger opening.,38.68,true,6,15,3,1
96,V5120,VINGA Sortino Cooler basket,"This spacious cooler basket with a lid means the end to the old boring plastic versions. The cooler bag is in a melange fabric accompanied with PU details which makes it as fancy as a normal bag. The PEVA lining keeps cool for a long period of time, and is also easy to clean. Both with shoulder strap and handles.",36.16,true,6,15,3,1
97,V5124,VINGA Hays thermometer,"Serve the perfect meal with this handy cooking thermometer. Whether you're roasting succulent roast beef or baking a special cake, this feature-packed thermometer will prove invaluable in the kitchen, whether you are oven cooking, grilling or baking. Timer function and alarm function help you stay in control. The thermometer also displays Celcius and Farenheit so you can adjust it to suit your needs. No kitchen is complete without one.",23.18,true,8,67,3,1
98,V5131,VINGA Sortino Cooler grande,"The weekend getaway will definetly get better with this trendy cooler bag, it is also practical and simple to clean. The cooler bag is in a melange fabric accompanied with PU details which makes it as fancy as a normal bag. On the front of the bag is a pocket for belongings. You can either carry it by its handles or over your shoulder.",36.16,true,6,15,3,1
99,V5132,VINGA Sortino Cooler bag,This modern and clean looking cooler bag is your true friend on the next picnic. It´s a little bit smaller which makes it easy to carry either by the handles or over your shoulder. The cooler bag is in a melange fabric accompanied with PU details which makes it as fancy as a normal bag. It is easy to clean the bag because of the PEVA backing.,23.18,true,6,15,3,1
100,V5133,VINGA Sortino Beachbag,This stylish Beachbag will definetly come in handy during your next trip to the beach. The bag is prepared with double handles and produced in a melange fabric accompanied with PU details which makes it as fancy as a normal bag.,23.18,true,3,5,3,1
101,V5134,VINGA Sortino cooler trunk,"Modern tube shaped bag with cooling features that suits equally well for taking to the Beachor as a great accessory for a trip to the city. The bag is made of soft and water repellent material, it’s easy to pack and feels really nice when carrying on the shoulder.",25.76,true,6,15,3,1
102,V5140,VINGA Sortino tote cooler,"Cooler bag that is mottled tone by tone with details in imitation leather and cotton so that it is as beautiful as an ordinary bag and you can picnic in style. There is also a small compartment on the outside of the cooler bag, providing space for other items as well. The thick PEVA padding ensures that the cold is retained for a long time. It is also easy to clean and dry after use. With an adjustable shoulder strap and double handle, you have different ways to carry the cooler bag.",35.66,true,6,15,3,1
